,name,draft_year,prospect_gp,prospect_pim,prospect_pm,draft_round,pick_no,dob,birth_country,weight,shoots,prospect_category,amateur_league,amateur_team,200+games,birth_month,height_cm,translation_factor,eq_g,eq_a,eq_pts,oGVT,dGVT,overall_GVT,position_2
1142,Sebastian Aho,2015,47,14,11,2,35,1997-07-26,FIN,176,L,European Skater,FINLAND,Karpat,1,7,180.34,0.46,3.41,12.95,16.36,-3.27,0.21,-3.06,F
1143,Gabriel Gagne,2015,67,39,2,2,36,1996-11-11,CAN,190,R,North American Skater,QMJHL,Victoriaville,0,11,195.58,0.25,8.71,5.98,14.69,-3.55,0.0,-3.55,F
1144,Brandon Carlo,2015,63,90,-15,2,37,1996-11-26,USA,202,R,North American Skater,WHL,Tri-City,1,11,195.58,0.28,1.19,6.26,7.45,-1.4,-1.02,-2.42,D
1145,Paul Bittner,2015,66,52,39,2,38,1996-11-04,USA,208,L,North American Skater,WHL,Portland,0,11,193.04,0.28,9.63,10.47,20.09,-2.65,0.03,-2.62,F
1146,A.J. Greer,2015,37,18,1,2,39,1996-12-14,CAN,204,L,North American Skater,H-EAST,Boston University,0,12,190.5,0.38,2.07,2.76,4.82,-5.2,0.13,-5.07,F
1147,Nicolas Meloche,2015,47,103,-3,2,40,1997-07-18,CAN,207,R,North American Skater,QMJHL,Baie Comeau,0,7,190.5,0.25,3.7,8.9,12.6,-0.66,-1.12,-1.7800000000000002,D
1148,Ryan Gropp,2015,67,44,9,2,41,1996-09-16,CAN,190,L,North American Skater,WHL,Seattle,0,9,187.96,0.28,8.33,7.77,16.1,-3.32,0.03,-3.29,F
1149,Erik Cernak,2015,49,20,5,2,43,1997-05-28,SVK,207,R,European Skater,SLOVAKIA,Kosice,1,5,193.04,0.41,2.89,5.2,8.09,-1.31,-0.57,-1.88,D
1150,Matt Spencer,2015,70,64,-15,2,44,1997-03-24,CAN,202,R,North American Skater,OHL,Peterborough,0,3,187.96,0.31,1.82,7.26,9.08,-1.17,-0.92,-2.09,D
1151,Jakob Forsbacka Karlsson,2015,50,38,10,2,45,1996-10-31,SWE,190,R,North American Skater,USHL,Omaha,0,10,185.42,0.41,8.21,20.78,28.99,-1.17,0.16,-1.01,F
1152,Daniel Sprong,2015,68,18,-23,2,46,1997-03-17,NLD,190,R,North American Skater,QMJHL,Charlottetown,1,3,185.42,0.25,9.8,12.31,22.11,-2.32,0.0,-2.32,F
1153,Jansen Harkins,2015,73,47,7,2,47,1997-05-23,USA,230,L,North American Skater,WHL,Prince George,0,5,187.96,0.28,5.29,15.88,21.18,-2.47,0.03,-2.4400000000000004,F
1154,Filip Chlapik,2015,64,42,-16,2,48,1997-06-03,CZE,201,L,North American Skater,QMJHL,Charlottetown,0,6,185.42,0.25,8.89,11.32,20.22,-2.63,0.0,-2.63,F
1155,Roope Hintz,2015,42,10,8,2,49,1996-11-17,FIN,202,L,European Skater,FINLAND,Ilves,1,11,190.5,0.46,3.67,8.81,12.48,-3.92,0.21,-3.71,F
1156,Jordan Greenway,2015,75,66,15,2,50,1997-02-16,USA,222,L,North American Skater,USHL,USA U-18,1,2,195.58,0.41,5.2,18.21,23.41,-2.1,0.16,-1.9400000000000002,F
1157,Brendan Guhle,2015,72,36,-6,2,51,1997-07-29,CAN,184,L,North American Skater,WHL,Prince Albert,0,7,187.96,0.28,1.35,7.31,8.67,-1.23,-1.02,-2.25,D
1158,Jeremy Lauzon,2015,60,88,12,2,52,1997-04-28,CAN,184,L,North American Skater,QMJHL,Rouyn-Noranda,1,4,182.88,0.25,4.3,6.0,10.3,-0.99,-1.12,-2.1100000000000003,D
1159,Rasmus Andersson,2015,67,88,14,2,53,1996-10-27,SWE,212,R,North American Skater,OHL,Barrie,1,10,182.88,0.31,3.71,16.05,19.76,0.36,-0.92,-0.56,D
1160,Graham Knott,2015,62,35,1,2,54,1997-01-13,CAN,195,L,North American Skater,OHL,Niagara,0,1,193.04,0.31,8.75,6.4,15.15,-3.48,0.06,-3.42,F
1161,Yakov Trenin,2015,58,34,17,2,55,1997-01-13,RUS,205,L,North American Skater,QMJHL,Gatineau,1,1,187.96,0.25,5.22,14.22,19.45,-2.76,0.0,-2.76,F
1162,Vince Dunn,2015,68,59,8,2,56,1996-10-29,CAN,188,L,North American Skater,OHL,Niagara,1,10,182.88,0.31,5.47,11.56,17.03,-0.03,-0.92,-0.9500000000000001,D
1163,Jonas Siegenthaler,2015,56,55,4,2,57,1997-05-06,CHE,218,L,European Skater,SWISS,Zurich,1,5,187.96,0.41,0.5,5.02,5.53,-1.67,-0.57,-2.2399999999999998,D
1164,Kevin Stenlund,2015,53,18,1,2,58,1996-09-20,SWE,205,R,European Skater,SWEDEN-JR.,HV 71 Jr.,0,9,190.5,0.41,7.71,11.3,19.02,-2.83,0.16,-2.67,F
1165,Julius Nattinen,2015,52,8,9,2,59,1997-01-14,FIN,193,L,European Skater,FINLAND-2,JYP 2,0,1,187.96,0.41,5.84,11.15,16.99,-3.17,0.16,-3.01,F
1166,Oliver Kylington,2015,51,14,-5,2,60,1997-05-19,SWE,185,L,North American Skater,SWEDEN,Farjestad,0,5,182.88,0.62,8.39,7.55,15.94,-0.19,0.17,-0.01999999999999999,D
1167,Jeremy Bracco,2015,89,16,20,2,61,1997-03-17,USA,173,R,North American Skater,USHL,USA U-18,0,3,175.26,0.41,13.85,25.81,39.65,0.61,0.16,0.77,F
1168,Robin Kovacs,2015,61,71,-1,3,62,1996-11-16,SWE,180,L,European Skater,SWEDEN-2,AIK,0,11,182.88,0.62,15.0,10.9,25.9,-1.68,0.37,-1.31,F
1169,Kyle Capobianco,2015,68,54,-49,3,63,1997-08-13,CAN,187,L,North American Skater,OHL,Sudbury,0,8,187.96,0.31,3.17,9.52,12.71,-0.65,-0.92,-1.57,D
1170,Denis Yan,2015,64,71,23,3,64,1997-04-14,USA,200,L,North American Skater,QMJHL,Shawinigan,0,4,187.96,0.25,10.4,8.54,18.95,-2.84,0.0,-2.84,F
1171,Andrew Nielsen,2015,59,101,-9,3,65,1996-11-13,CAN,207,R,North American Skater,WHL,Lethbridge,0,11,190.5,0.28,2.22,5.38,7.6,-1.38,-1.02,-2.4,D
1172,Guillaume Brisebois,2015,66,34,-40,3,66,1997-07-21,CAN,182,L,North American Skater,QMJHL,Acadie-Bathurst,0,7,187.96,0.25,1.05,6.33,7.38,-1.41,-1.12,-2.5300000000000002,D
1173,Blake Speers,2015,60,12,25,3,67,1997-01-02,CAN,184,R,North American Skater,OHL,Sault Ste. Marie,0,1,180.34,0.31,8.7,14.96,23.66,-2.06,0.06,-2.0,F
1174,Martins Dzierkals,2015,38,61,3,3,68,1997-04-04,LVA,185,L,European Skater,RUSSIA-JR.,Riga 2,0,4,182.88,0.41,11.06,16.95,28.01,-1.33,0.16,-1.1700000000000002,F
1175,Keegan Kolesar,2015,64,85,-7,3,69,1997-04-08,CAN,227,R,North American Skater,WHL,Seattle,0,4,185.42,0.28,5.68,5.68,11.36,-4.11,0.03,-4.08,F
1176,Anthony Cirelli,2015,72,22,37,3,72,1997-07-15,CAN,181,L,North American Skater,OHL,Oshawa,1,7,182.88,0.31,4.47,7.16,11.64,-4.06,0.06,-3.9999999999999996,F
1177,Vili Saarijarvi,2015,57,14,-3,3,73,1997-05-15,FIN,172,R,North American Skater,USHL,Green Bay,0,5,177.8,0.41,2.96,8.4,11.36,-0.84,-0.57,-1.41,D
1178,Alexander Dergachyov,2015,45,52,5,3,74,1996-09-27,RUS,200,L,European Skater,RUSSIA-JR.,SKA St. Petersburg 2,0,9,193.04,0.41,6.05,17.56,23.6,-2.07,0.16,-1.91,F
1179,Erik Foley,2015,60,80,12,3,78,1997-06-30,USA,185,L,North American Skater,USHL,Cedar Rapids,0,6,182.88,0.41,14.21,14.21,28.41,-1.27,0.16,-1.11,F
1180,Sergei Zborovsky,2015,71,70,15,3,79,1997-02-21,RUS,209,R,North American Skater,WHL,Regina,0,2,190.5,0.28,0.81,4.29,5.09,-1.74,-1.02,-2.76,D
1181,Brent Gates,2015,38,18,-9,3,80,1997-08-12,USA,196,L,North American Skater,USHL,Green Bay,0,8,187.96,0.41,9.02,15.02,24.05,-1.99,0.16,-1.83,F
1182,Brendan Warren,2015,81,82,5,3,81,1997-05-07,USA,191,L,North American Skater,USHL,USA U-18,0,5,182.88,0.41,9.04,8.69,17.73,-3.04,0.16,-2.88,F
1183,Mitchell Vande Sompel,2015,65,38,31,3,82,1997-02-11,CAN,190,L,North American Skater,OHL,Oshawa,0,2,177.8,0.31,3.88,17.44,21.3,0.58,-0.92,-0.3400000000000001,D
1184,Jens Looke,2015,62,6,17,3,83,1997-04-11,SWE,185,R,European Skater,SWEDEN,Brynas,0,4,182.88,0.62,8.88,10.93,19.81,-2.7,0.37,-2.33,F
1185,Deven Sideroff,2015,64,25,18,3,84,1997-04-14,CAN,175,R,North American Skater,WHL,Kamloops,0,4,182.88,0.28,5.08,7.48,12.55,-3.91,0.03,-3.8800000000000003,F
1186,Tommy Novak,2015,51,12,14,3,85,1997-04-28,USA,179,L,North American Skater,USHL,Waterloo,0,4,182.88,0.41,7.73,19.88,27.61,-1.4,0.16,-1.24,F
1187,Lukas Vejdemo,2015,37,51,28,3,87,1996-01-25,SWE,194,L,European Skater,SWEDEN-JR.,Djurgarden Jr.,0,1,187.96,0.41,14.06,15.28,29.34,-1.11,0.16,-0.9500000000000001,F
1188,Thomas Schemitsch,2015,68,36,0,3,88,1996-10-26,CAN,202,R,North American Skater,OHL,Owen Sound,0,10,190.5,0.31,4.26,10.65,14.9,-0.34,-0.92,-1.26,D
1189,Aleksi Saarela,2015,51,18,-7,3,89,1997-01-07,FIN,196,L,European Skater,FINLAND,Assat,0,1,180.34,0.46,3.65,3.65,7.29,-4.79,0.21,-4.58,F
1190,Dennis Gilbert,2015,59,89,2,3,91,1996-10-30,USA,201,L,North American Skater,USHL,Chicago,0,10,187.96,0.41,1.86,10.66,12.51,-0.68,-0.57,-1.25,D
1191,Will Borgen,2015,59,105,-2,4,92,1996-12-19,USA,189,R,North American Skater,HIGH-MN,Moorhead,0,12,187.96,0.41,3.28,15.91,19.18,0.28,-0.57,-0.2899999999999999,D
1192,Adam Musil,2015,69,71,-7,4,94,1997-03-26,CAN,202,R,European Skater,WHL,Red Deer,0,3,190.5,0.28,4.16,6.66,10.81,-4.2,0.03,-4.17,F
1193,Jesper Lindgren,2015,49,47,12,4,95,1997-05-19,SWE,161,R,European Skater,SWEDEN-JR.,Modo Jr.,0,5,182.88,0.41,3.46,21.37,24.84,1.08,-0.57,0.5100000000000001,D
1194,Nicolas Roy,2015,71,42,-3,4,96,1997-02-05,CAN,207,R,North American Skater,QMJHL,Chicoutimi,1,2,193.04,0.25,4.05,8.58,12.63,-3.9,0.0,-3.9,F
1195,Colton White,2015,67,30,38,4,97,1997-05-03,CAN,194,L,North American Skater,OHL,Sault Ste. Marie,0,5,182.88,0.31,1.9,5.08,6.99,-1.47,-0.92,-2.39,D
1196,Samuel Dove-McFalls,2015,66,73,12,4,98,1997-04-10,CAN,203,L,North American Skater,QMJHL,Saint John,0,4,187.96,0.25,3.62,5.17,8.8,-4.53,0.0,-4.53,F
1197,Anthony Richard,2015,66,78,-9,4,100,1996-12-20,CAN,163,L,North American Skater,QMJHL,Val d'Or,0,12,177.8,0.25,10.97,12.25,23.21,-2.13,0.0,-2.13,F
1198,Andrei Mironov,2015,53,22,-4,4,101,1994-07-29,RUS,198,L,European Skater,RUSSIA,Dynamo Moscow,0,7,187.96,0.41,2.06,1.23,3.29,-1.99,-0.57,-2.56,D
1199,Denis Malgin,2015,49,12,3,4,102,1997-01-18,CHE,176,R,European Skater,SWISS,Zurich,1,1,175.26,0.41,4.54,6.8,11.32,-4.11,0.16,-3.95,F
1200,Chris Martenet,2015,64,49,4,4,103,1996-09-25,USA,220,L,North American Skater,OHL,London,0,9,200.66,0.31,2.25,2.89,5.14,-1.73,-0.92,-2.65,D
1201,Mikhail Vorobyov,2015,39,40,8,4,104,1997-01-05,RUS,207,L,European Skater,RUSSIA-JR.,Ufa 2,0,1,187.96,0.41,5.67,8.49,14.16,-3.64,0.16,-3.48,F
1202,Jesse Gabrielle,2015,66,112,2,4,105,1997-06-17,CAN,205,L,North American Skater,WHL,Regina,0,6,182.88,0.28,6.76,6.18,12.94,-3.84,0.03,-3.81,F
1203,Adam Helewka,2015,69,59,10,4,106,1995-07-21,CAN,205,L,North American Skater,WHL,Spokane,0,7,187.96,0.28,9.5,9.28,18.78,-2.87,0.03,-2.8400000000000003,F
1204,Christian Wolanin,2015,56,107,14,4,107,1995-03-17,CAN,185,L,North American Skater,USHL,Muskegon,0,3,187.96,0.41,5.46,10.52,15.97,-0.18,-0.57,-0.75,D
1205,Michael Spacek,2015,48,52,-13,4,108,1997-04-09,CZE,195,R,North American Skater,Czech Republic,Pardubice,0,4,180.34,0.41,4.09,7.01,11.09,-4.15,0.16,-3.99,F
1206,Filip Ahl,2015,50,55,3,4,109,1997-06-12,SWE,211,L,European Skater,SWEDEN-JR.,HV 71 Jr.,0,6,190.5,0.41,11.32,14.15,25.47,-1.76,0.16,-1.6,F
1207,Brad Morrison,2015,67,30,-3,4,113,1997-01-04,CAN,168,L,North American Skater,WHL,Prince George,0,1,177.8,0.28,6.47,7.31,13.79,-3.7,0.03,-3.6700000000000004,F
1208,Dmitri Zhukenov,2015,35,42,-1,4,114,1997-03-24,RUS,179,R,European Skater,RUSSIA-JR.,Omsk 2,0,3,180.34,0.41,2.4,12.81,15.21,-3.46,0.16,-3.3,F
1209,Alexandre Carrier,2015,68,64,17,4,115,1996-10-08,CAN,178,R,North American Skater,QMJHL,Gatineau,0,10,180.34,0.25,2.93,10.5,13.44,-0.54,-1.12,-1.6600000000000001,D
1210,Glenn Gawdin,2015,75,59,-9,4,116,1997-03-25,CAN,186,R,North American Skater,WHL,Swift Current,0,3,185.42,0.28,3.83,9.95,13.77,-3.71,0.03,-3.68,F
1211,Caleb Jones,2015,90,78,14,4,117,1997-06-06,USA,192,L,North American Skater,USHL,USA U-18,1,6,185.42,0.41,2.51,7.86,10.37,-0.98,-0.57,-1.5499999999999998,D
1212,Jonne Tammela,2015,61,32,5,4,118,1997-08-05,FIN,185,L,European Skater,FINLAND,Kalpa,0,8,180.34,0.46,7.88,8.41,16.28,-3.29,0.21,-3.08,F
1213,Daniel Bernhardt,2015,46,22,20,4,119,1996-04-11,SWE,191,L,European Skater,SWEDEN-JR.,Djurgarden Jr.,0,4,190.5,0.41,13.01,17.52,30.52,-0.91,0.16,-0.75,F
1214,Mathieu Joseph,2015,59,46,18,4,120,1997-02-09,CAN,190,R,North American Skater,QMJHL,Saint John,1,2,185.42,0.25,6.02,6.02,12.05,-3.99,0.0,-3.99,F
1215,Ryan Shea,2015,43,0,-2,4,121,1997-02-11,USA,177,L,North American Skater,HIGH-MA,Boston College H.S.,0,2,182.88,0.41,5.81,24.52,30.33,1.87,-0.57,1.3000000000000003,D
1216,Devante Stephens,2015,69,33,19,5,122,1997-01-02,CAN,190,L,North American Skater,WHL,Kelowna,0,1,187.96,0.28,1.1,1.91,3.0,-2.04,-1.02,-3.06,D
1217,Conor Garland,2015,67,66,21,5,123,1996-03-11,USA,160,R,North American Skater,QMJHL,Moncton,1,3,175.26,0.25,7.27,19.52,26.79,-1.54,0.0,-1.54,F
1218,Ethan Bear,2015,72,23,1,5,124,1997-06-26,CAN,203,R,North American Skater,WHL,Seattle,1,6,180.34,0.28,3.5,6.74,10.24,-1.0,-1.02,-2.02,D
1219,Dmytro Timashov,2015,71,62,15,5,125,1996-10-01,UKR,192,L,North American Skater,QMJHL,Quebec,0,10,177.8,0.25,5.14,16.84,21.99,-2.33,0.0,-2.33,F
1220,Luke Stevens,2015,42,0,0,5,126,1997-02-11,USA,192,L,North American Skater,HIGH-MA,Noble & Greenough,0,2,193.04,0.41,11.24,21.81,33.04,-0.49,0.16,-0.32999999999999996,F
1221,Niko Mikkola,2015,52,92,4,5,127,1996-04-27,FIN,196,L,European Skater,Finland Jr.,Kalpa Jr.,0,4,193.04,0.41,4.47,6.7,11.16,-0.87,-0.57,-1.44,D
1222,David Kase,2015,38,12,19,5,128,1997-01-28,CZE,170,L,European Skater,CZREP-2,Chomutov,0,1,180.34,0.41,10.22,10.96,21.18,-2.47,0.16,-2.31,F
1223,Sam Ruopp,2015,64,140,3,5,129,1996-06-03,CAN,179,L,North American Skater,WHL,Prince George,0,6,193.04,0.28,0.75,5.75,6.5,-1.54,-1.02,-2.56,D
1224,Karlis Cukste,2015,64,42,-3,5,130,1997-06-17,LVA,211,L,European Skater,RUSSIA-JR.,Riga 2,0,6,187.96,0.41,3.99,4.45,8.43,-1.26,-0.57,-1.83,D
1225,Matt Bradley,2015,71,24,-2,5,131,1997-01-22,CAN,192,R,North American Skater,WHL,Medicine Hat,0,1,180.34,0.28,4.54,6.14,10.68,-4.22,0.03,-4.1899999999999995,F
1226,Karch Bachman,2015,39,10,32,5,132,1997-03-10,USA,179,L,North American Skater,HIGH-IN,Culver Academy,0,3,177.8,0.41,15.72,18.58,34.3,-0.28,0.16,-0.12000000000000002,F
1227,Joseph Cecconi,2015,65,35,10,5,133,1997-05-23,USA,209,R,North American Skater,USHL,Muskegon,0,5,187.96,0.41,1.3,6.96,8.27,-1.28,-0.57,-1.85,D
1228,Matt Schmalz,2015,66,68,-57,5,134,1996-03-21,CAN,214,R,North American Skater,OHL,Sudbury,0,3,198.12,0.31,6.33,4.22,10.55,-4.24,0.06,-4.180000000000001,F
1229,Kirill Kaprizov,2015,34,8,-3,5,135,1997-04-26,RUS,191,L,European Skater,RUSSIA,Novokuznetsk,1,4,177.8,0.41,3.32,4.96,8.28,-4.62,0.16,-4.46,F
1230,Pavel Karnaukhov,2015,69,51,-4,5,136,1997-03-15,BLR,211,L,European Skater,WHL,Calgary,0,3,187.96,0.28,5.52,6.07,11.58,-4.07,0.03,-4.04,F
1231,Dominik Simon,2015,52,20,0,5,137,1994-08-08,CZE,176,L,North American Skater,Czech Republic,Plzen,1,8,180.34,0.41,7.55,5.03,12.59,-3.9,0.16,-3.7399999999999998,F
1232,Spencer Smallman,2015,66,73,17,5,138,1996-09-09,CAN,195,R,North American Skater,QMJHL,Saint John,0,9,185.42,0.25,5.12,7.35,12.47,-3.92,0.0,-3.92,F
1233,Christian Jaros,2015,59,80,0,5,139,1996-04-02,SVK,205,R,European Skater,SWEDEN-JR.,Lulea Jr.,0,4,193.04,0.41,1.56,3.9,5.46,-1.68,-0.57,-2.25,D
1234,Chase Pearson,2015,57,96,9,5,140,1997-08-23,CAN,189,L,North American Skater,USHL,Youngstown,0,8,187.96,0.41,6.04,7.05,13.09,-3.82,0.16,-3.6599999999999997,F
1235,Veeti Vainio,2015,49,54,19,5,141,1997-06-16,FIN,185,R,European Skater,Finland Jr.,Blues Jr.,0,6,187.96,0.41,7.53,20.29,27.83,1.51,-0.57,0.9400000000000001,D
1236,Rudolfs Balcers,2015,47,10,15,5,142,1997-04-08,LVA,174,L,European Skater,NORWAY,Stavanger,0,4,180.34,0.41,8.34,9.54,17.88,-3.02,0.16,-2.86,F
1237,Connor Hobbs,2015,52,40,6,5,143,1997-01-04,CAN,204,R,North American Skater,WHL,Regina,0,1,185.42,0.28,0.72,6.17,6.89,-1.48,-1.02,-2.5,D
1238,Carl Neill,2015,63,77,-16,5,144,1996-07-06,CAN,216,R,North American Skater,QMJHL,Sherbrooke,0,7,187.96,0.25,3.21,5.95,9.15,-1.16,-1.12,-2.2800000000000002,D
1239,Ryan Pilon,2015,68,40,36,5,147,1996-10-10,CAN,206,L,North American Skater,WHL,Brandon,0,10,187.96,0.28,3.01,11.22,14.23,-0.43,-1.02,-1.45,D
1240,Troy Terry,2015,96,12,3,5,148,1997-09-10,USA,160,R,North American Skater,USHL,USA U-18,1,9,177.8,0.41,8.37,10.16,18.54,-2.91,0.16,-2.75,F
1241,Adam Gaudette,2015,50,55,23,5,149,1996-10-03,USA,170,R,North American Skater,USHL,Cedar Rapids,1,10,185.42,0.41,7.08,9.26,16.34,-3.28,0.16,-3.1199999999999997,F
1242,Ryan Zuhlsdorf,2015,70,60,25,5,150,1997-07-01,USA,195,L,North American Skater,USHL,Sioux City,0,7,182.88,0.41,2.03,8.93,10.96,-0.9,-0.57,-1.47,D
1243,Radovan Bondra,2015,36,55,0,5,151,1997-01-27,SVK,222,L,European Skater,SLOVAKIA,Kosice,0,1,198.12,0.41,6.17,6.17,12.34,-3.94,0.16,-3.78,F
1244,Giorgio Estephan,2015,67,18,-1,6,152,1997-02-03,CAN,189,R,North American Skater,WHL,Lethbridge,0,2,182.88,0.28,6.51,7.92,14.43,-3.6,0.03,-3.5700000000000003,F
1245,John Marino,2015,54,42,0,6,154,1997-05-21,USA,190,R,North American Skater,USPHL PRE.,South Shore,1,5,187.96,0.41,2.1,14.15,16.25,-0.14,-0.57,-0.71,D
1246,Stephen Desrocher,2015,70,41,35,6,155,1996-01-26,CAN,205,L,North American Skater,OHL,Oshawa,0,1,193.04,0.31,2.93,3.42,6.35,-1.56,-0.92,-2.48,D
1247,Jake Massie,2015,48,20,0,6,156,1997-01-21,CAN,187,L,North American Skater,HIGH-NH,Kimball Union Academy,0,1,185.42,0.41,6.36,11.57,17.93,0.1,-0.57,-0.47,D
1248,Brett Seney,2015,34,55,3,6,157,1996-02-28,CAN,156,L,North American Skater,H-EAST,Merrimack,0,2,175.26,0.38,6.84,9.33,16.17,-3.3,0.13,-3.17,F
1249,Cooper Marody,2015,52,32,1,6,158,1996-12-20,USA,173,R,North American Skater,USHL,Sioux Falls,0,12,182.88,0.41,11.68,19.11,30.79,-0.87,0.16,-0.71,F
1250,Vladislav Gavrikov,2015,43,24,13,6,159,1995-11-21,RUS,213,L,European Skater,RUSSIA,Yaroslavl,1,11,190.5,0.41,1.04,4.65,5.68,-1.65,-0.57,-2.2199999999999998,D
1251,Adam Parsells,2015,49,44,-1,6,160,1997-01-03,USA,200,L,North American Skater,HIGH-WI,Wausau West,0,1,198.12,0.41,5.64,9.01,14.65,-0.37,-0.57,-0.94,D
1252,Sergei Boikov,2015,64,64,11,6,161,1996-01-24,RUS,193,L,European Skater,QMJHL,Drummondville,0,1,187.96,0.25,0.65,3.88,4.52,-1.82,-1.12,-2.9400000000000004,D
1253,Chris Wilkie,2015,59,66,4,6,162,1996-07-10,USA,199,R,North American Skater,USHL,Tri-City,0,7,182.88,0.41,14.03,8.02,22.04,-2.33,0.16,-2.17,F
1254,Roy Radke,2015,64,29,-5,6,164,1996-12-10,USA,204,R,North American Skater,OHL,Barrie,0,12,187.96,0.31,2.92,2.92,5.84,-5.03,0.06,-4.970000000000001,F
1255,Cam Hughes,2015,47,77,0,6,165,1996-06-20,CAN,195,L,North American Skater,BIG10,U. of Wisconsin,0,6,187.96,0.33,1.22,2.83,4.05,-5.33,0.08,-5.25,F
1256,Andrew Mangiapane,2015,68,54,24,6,166,1996-04-04,CAN,182,L,North American Skater,OHL,Barrie,1,4,177.8,0.31,11.0,15.61,26.62,-1.56,0.06,-1.5,F
1257,Frederik Tiffels,2015,32,14,6,6,167,1995-05-20,DEU,201,L,North American Skater,NCHC,Western Michigan,0,5,185.42,0.43,7.87,7.15,15.01,-3.5,0.18,-3.32,F
1258,Mason Appleton,2015,54,84,-3,6,168,1996-01-15,USA,193,R,North American Skater,USHL,Tri-City,1,1,187.96,0.41,4.98,11.62,16.6,-3.23,0.16,-3.07,F
1259,David Cotton,2015,51,4,0,6,169,1997-07-09,USA,207,L,North American Skater,HIGH-MA,Cushing Academy,0,7,187.96,0.41,23.4,28.97,52.37,2.73,0.16,2.89,F
1260,Patrick Holway,2015,28,34,0,6,170,1996-10-01,USA,184,R,North American Skater,USMAAAE,Boston Advantage U18 (FS) (T1AAA),0,10,193.04,0.41,7.78,16.53,24.31,1.01,-0.57,0.44000000000000006,D
1261,Nick Boka,2015,74,164,5,6,171,1997-09-08,USA,197,R,North American Skater,USHL,USA U-18,0,9,182.88,0.41,3.1,2.71,5.82,-1.63,-0.57,-2.1999999999999997,D
1262,Colby Williams,2015,64,95,45,6,173,1995-01-26,CAN,191,R,North American Skater,WHL,Regina,0,1,180.34,0.28,2.56,6.98,9.55,-1.1,-1.02,-2.12,D
1263,Lukas Jasek,2015,55,10,-2,6,174,1997-08-28,CZE,172,R,European Skater,Czech Republic,Trinec,0,8,185.42,0.41,5.22,10.43,15.65,-3.39,0.16,-3.23,F
1264,Tyler Moy,2015,37,16,12,6,175,1995-07-18,USA,196,R,North American Skater,ECAC,Harvard U.,0,7,185.42,0.41,7.08,8.85,15.91,-3.35,0.16,-3.19,F
1265,Liam Dunda,2015,53,58,-6,6,176,1997-09-15,USA,217,L,North American Skater,OHL,Owen Sound,0,9,193.04,0.31,0.82,2.87,3.69,-5.38,0.06,-5.32,F
1266,Simon Bourque,2015,72,75,23,6,177,1997-01-12,CAN,195,L,North American Skater,QMJHL,Rimouski,0,1,187.96,0.25,2.34,6.78,9.12,-1.16,-1.12,-2.2800000000000002,D
1267,Steven Ruggiero,2015,95,58,16,6,178,1997-01-01,USA,200,L,North American Skater,USHL,USA U-18,0,1,190.5,0.41,0.29,6.1,6.4,-1.55,-0.57,-2.12,D
1268,Bokondji Imama,2015,59,137,2,6,180,1996-08-03,CAN,222,L,North American Skater,QMJHL,Saint John,0,8,185.42,0.25,3.21,3.7,6.91,-4.85,0.0,-4.85,F
1269,Joni Tuulola,2015,38,10,-1,6,181,1996-01-01,FIN,176,L,European Skater,FINLAND,HPK,0,1,185.42,0.46,3.31,5.96,9.26,-1.14,-0.39,-1.5299999999999998,D
1270,Ivan Chukarov,2015,55,63,38,7,182,1995-04-03,USA,190,L,North American Skater,NAHL,Minnesota Wilderness,0,4,187.96,0.41,4.76,12.29,17.05,-0.03,-0.57,-0.6,D
1271,Nikita Korostelev,2015,55,18,4,7,185,1997-02-08,RUS,201,R,European Skater,OHL,Sarnia,0,2,185.42,0.31,9.16,11.06,20.22,-2.63,0.06,-2.57,F
1272,Steven Lorentz,2015,59,15,-1,7,186,1996-04-13,CAN,190,L,North American Skater,OHL,Peterborough,0,4,190.5,0.31,4.72,6.2,10.92,-4.18,0.06,-4.12,F
1273,Chaz Reddekopp,2015,75,55,12,7,187,1997-01-01,CAN,225,L,North American Skater,WHL,Victoria,0,1,190.5,0.28,1.26,4.02,5.28,-1.71,-1.02,-2.73,D
1274,Markus Nutivaara,2015,50,6,17,7,189,1994-06-06,FIN,174,L,European Skater,FINLAND,Karpat,1,6,182.88,0.46,0.98,5.38,6.36,-1.56,-0.39,-1.9500000000000002,D
1275,Marcus Vela,2015,50,57,0,7,190,1997-03-03,CAN,204,R,North American Skater,BCHL,Langley,0,3,182.88,0.41,11.15,14.49,25.63,-1.73,0.16,-1.57,F
1276,Gustav Olhaver,2015,59,18,11,7,191,1997-07-03,SWE,225,L,European Skater,SWEDEN-JR.,Rogle Jr.,0,7,198.12,0.41,9.63,8.19,17.82,-3.03,0.16,-2.8699999999999997,F
1277,Patrick Shea,2015,44,20,0,7,192,1997-03-25,USA,186,R,North American Skater,HIGH-NH,Kimball Union Academy,0,3,177.8,0.41,15.27,17.19,32.47,-0.59,0.16,-0.42999999999999994,F
1278,Matt Roy,2015,36,22,21,7,194,1995-03-01,CAN,200,R,North American Skater,WCHA,Michigan Tech,1,3,182.88,0.44,0.0,5.85,5.85,-5.03,0.19,-4.84,F
1279,Jack Becker,2015,42,26,-1,7,195,1997-06-24,USA,198,R,North American Skater,HIGH-MN,Mahtomedi,0,6,193.04,0.41,20.97,20.29,41.26,0.88,0.16,1.04,F
